UserID,VideoID,GlobalTime,VideoTime,FrameIdx,Pitch,Yaw,Roll,Qx,Qy,Qz,Qw,UI_Active,UI_Type,Phase
17,010,4.613,0.0,0,17.99,344.25,4.8,-0.1491,0.1417,-0.0624,-0.9766,0,,Free-viewing Phase
17,010,4.6352,0.0,0,18.01,344.25,4.8,-0.1492,0.1417,-0.0624,-0.9766,0,,Free-viewing Phase
17,010,4.6592,0.04,1,17.99,344.24,4.8,-0.1491,0.1418,-0.0624,-0.9766,0,,Free-viewing Phase
17,010,4.6815,0.08,2,17.99,344.23,4.79,-0.1491,0.1418,-0.0623,-0.9766,0,,Free-viewing Phase
17,010,4.704,0.08,2,17.98,344.25,4.79,-0.149,0.1417,-0.0622,-0.9766,0,,Free-viewing Phase
17,010,4.7266,0.12,3,17.99,344.27,4.81,-0.149,0.1416,-0.0624,-0.9767,0,,Free-viewing Phase
17,010,4.7491,0.12,3,18.0,344.26,4.82,-0.1491,0.1416,-0.0625,-0.9766,0,,Free-viewing Phase
17,010,4.7723,0.16,4,18.0,344.26,4.83,-0.1491,0.1416,-0.0626,-0.9766,0,,Free-viewing Phase
17,010,4.7941,0.16,4,18.0,344.26,4.82,-0.1491,0.1416,-0.0626,-0.9766,0,,Free-viewing Phase
17,010,4.8169,0.2,5,17.99,344.26,4.83,-0.1491,0.1417,-0.0626,-0.9766,0,,Free-viewing Phase
17,010,4.8387,0.2,5,17.98,344.25,4.83,-0.149,0.1417,-0.0626,-0.9766,0,,Free-viewing Phase
17,010,4.8613,0.24,6,17.98,344.23,4.82,-0.1489,0.1419,-0.0626,-0.9766,0,,Free-viewing Phase
17,010,4.8832,0.28,7,17.97,344.22,4.83,-0.1488,0.142,-0.0626,-0.9766,0,,Free-viewing Phase
17,010,4.9053,0.28,7,17.96,344.22,4.82,-0.1488,0.1419,-0.0625,-0.9766,0,,Free-viewing Phase
17,010,4.9276,0.32,8,17.97,344.23,4.82,-0.1489,0.1419,-0.0625,-0.9766,0,,Free-viewing Phase
17,010,4.9501,0.32,8,17.98,344.23,4.82,-0.1489,0.1419,-0.0626,-0.9766,0,,Free-viewing Phase
17,010,4.973,0.36,9,17.98,344.25,4.83,-0.149,0.1417,-0.0626,-0.9766,0,,Free-viewing Phase
17,010,4.9944,0.36,9,17.99,344.25,4.83,-0.149,0.1418,-0.0627,-0.9766,0,,Free-viewing Phase
17,010,5.0172,0.4,10,17.99,344.24,4.82,-0.1491,0.1418,-0.0626,-0.9766,0,,Free-viewing Phase
17,010,5.0391,0.4,10,17.99,344.24,4.81,-0.1491,0.1418,-0.0624,-0.9766,0,,Free-viewing Phase
17,010,5.0617,0.44,11,17.99,344.23,4.8,-0.149,0.1418,-0.0624,-0.9766,0,,Free-viewing Phase
17,010,5.0834,0.48,12,17.99,344.23,4.79,-0.1491,0.1418,-0.0623,-0.9766,0,,Free-viewing Phase
17,010,5.1055,0.48,12,17.99,344.23,4.79,-0.1491,0.1419,-0.0623,-0.9766,0,,Free-viewing Phase
17,010,5.1279,0.52,13,17.99,344.23,4.79,-0.1491,0.1419,-0.0623,-0.9766,0,,Free-viewing Phase
17,010,5.1504,0.52,13,17.99,344.24,4.79,-0.1491,0.1417,-0.0623,-0.9766,0,,Free-viewing Phase
17,010,5.1732,0.56,14,17.99,344.24,4.8,-0.1491,0.1418,-0.0624,-0.9766,0,,Free-viewing Phase
17,010,5.1947,0.56,14,17.99,344.24,4.8,-0.149,0.1418,-0.0624,-0.9766,0,,Free-viewing Phase
17,010,5.2175,0.6,15,17.98,344.23,4.8,-0.149,0.1419,-0.0624,-0.9766,0,,Free-viewing Phase
17,010,5.2392,0.6,15,17.98,344.23,4.81,-0.149,0.1419,-0.0624,-0.9766,0,,Free-viewing Phase
17,010,5.2619,0.64,16,17.97,344.23,4.82,-0.1489,0.1419,-0.0625,-0.9766,0,,Free-viewing Phase
17,010,5.2836,0.68,17,17.97,344.22,4.81,-0.1488,0.142,-0.0625,-0.9766,0,,Free-viewing Phase
17,010,5.3058,0.68,17,17.96,344.21,4.8,-0.1488,0.142,-0.0624,-0.9766,0,,Free-viewing Phase
17,010,5.3281,0.72,18,17.93,344.2,4.81,-0.1485,0.1421,-0.0625,-0.9766,0,,Free-viewing Phase
17,010,5.3505,0.72,18,17.92,344.19,4.81,-0.1484,0.1422,-0.0625,-0.9767,0,,Free-viewing Phase
17,010,5.3734,0.76,19,17.9,344.18,4.81,-0.1483,0.1423,-0.0624,-0.9767,0,,Free-viewing Phase
17,010,5.3948,0.76,19,17.86,344.15,4.81,-0.1479,0.1425,-0.0624,-0.9767,0,,Free-viewing Phase
17,010,5.4173,0.8,20,17.81,344.11,4.81,-0.1475,0.1429,-0.0624,-0.9767,0,,Free-viewing Phase
17,010,5.4393,0.8,20,17.75,344.05,4.81,-0.1469,0.1434,-0.0624,-0.9767,0,,Free-viewing Phase
17,010,5.4624,0.84,21,17.69,343.98,4.81,-0.1463,0.144,-0.0625,-0.9767,0,,Free-viewing Phase
17,010,5.4837,0.88,22,17.53,343.75,4.74,-0.1449,0.1458,-0.062,-0.9767,0,,Free-viewing Phase
17,010,5.5059,0.88,22,17.24,343.27,4.67,-0.1423,0.1497,-0.0616,-0.9765,0,,Free-viewing Phase
17,010,5.5283,0.92,23,16.86,342.65,4.56,-0.1389,0.1549,-0.061,-0.9762,0,,Free-viewing Phase
17,010,5.5507,0.92,23,16.32,341.73,4.39,-0.134,0.1624,-0.06,-0.9757,0,,Free-viewing Phase
