UserID,VideoID,GlobalTime,VideoTime,FrameIdx,Pitch,Yaw,Roll,Qx,Qy,Qz,Qw,UI_Active,UI_Type,Phase
22,010,4.6495,0.0,0,341.69,353.79,2.57,0.16,0.0499,-0.0135,-0.9858,0,,Free-viewing Phase
22,010,4.6758,0.04,1,341.68,353.83,2.52,0.1601,0.0496,-0.0131,-0.9858,0,,Free-viewing Phase
22,010,4.6985,0.04,1,341.68,353.82,2.53,0.1601,0.0497,-0.0132,-0.9858,0,,Free-viewing Phase
22,010,4.7226,0.08,2,341.68,353.79,2.55,0.1601,0.0499,-0.0133,-0.9857,0,,Free-viewing Phase
22,010,4.7452,0.12,3,341.68,353.79,2.53,0.1601,0.0499,-0.0131,-0.9857,0,,Free-viewing Phase
22,010,4.7682,0.12,3,341.7,353.8,2.5,0.1599,0.0499,-0.0129,-0.9858,0,,Free-viewing Phase
22,010,4.791,0.16,4,341.76,353.8,2.49,0.1594,0.0499,-0.0129,-0.9859,0,,Free-viewing Phase
22,010,4.8135,0.16,4,341.76,353.79,2.51,0.1594,0.05,-0.013,-0.9859,0,,Free-viewing Phase
22,010,4.8364,0.2,5,341.79,353.78,2.53,0.1591,0.0501,-0.0131,-0.9859,0,,Free-viewing Phase
22,010,4.8583,0.2,5,341.8,353.75,2.54,0.1591,0.0503,-0.0133,-0.9859,0,,Free-viewing Phase
22,010,4.8813,0.24,6,341.82,353.71,2.58,0.1589,0.0506,-0.0135,-0.9859,0,,Free-viewing Phase
22,010,4.9033,0.28,7,341.81,353.69,2.55,0.159,0.0508,-0.0133,-0.9859,0,,Free-viewing Phase
22,010,4.9254,0.28,7,341.85,353.69,2.53,0.1587,0.0509,-0.0131,-0.9859,0,,Free-viewing Phase
22,010,4.9477,0.32,8,341.88,353.67,2.56,0.1584,0.051,-0.0133,-0.986,0,,Free-viewing Phase
22,010,4.9699,0.32,8,341.91,353.66,2.57,0.1582,0.0511,-0.0134,-0.986,0,,Free-viewing Phase
22,010,4.9922,0.36,9,341.93,353.7,2.54,0.158,0.0508,-0.0132,-0.986,0,,Free-viewing Phase
22,010,5.0144,0.36,9,341.94,353.73,2.5,0.1578,0.0506,-0.0129,-0.9861,0,,Free-viewing Phase
22,010,5.0372,0.4,10,341.95,353.75,2.5,0.1578,0.0504,-0.013,-0.9861,0,,Free-viewing Phase
22,010,5.0589,0.4,10,341.95,353.76,2.47,0.1577,0.0504,-0.0128,-0.9861,0,,Free-viewing Phase
22,010,5.0818,0.44,11,341.98,353.82,2.41,0.1575,0.05,-0.0123,-0.9862,0,,Free-viewing Phase
22,010,5.1036,0.48,12,341.97,353.84,2.39,0.1576,0.0498,-0.0121,-0.9862,0,,Free-viewing Phase
22,010,5.1258,0.48,12,342.0,353.89,2.3,0.1573,0.0495,-0.0115,-0.9863,0,,Free-viewing Phase
22,010,5.148,0.52,13,341.98,353.94,2.24,0.1574,0.0491,-0.011,-0.9863,0,,Free-viewing Phase
22,010,5.1702,0.52,13,342.0,354.0,2.2,0.1572,0.0487,-0.0107,-0.9863,0,,Free-viewing Phase
22,010,5.1931,0.56,14,342.0,354.05,2.15,0.1572,0.0483,-0.0104,-0.9863,0,,Free-viewing Phase
22,010,5.2145,0.56,14,341.98,354.11,2.13,0.1573,0.0478,-0.0103,-0.9863,0,,Free-viewing Phase
22,010,5.2375,0.6,15,341.97,354.15,2.1,0.1574,0.0475,-0.0101,-0.9863,0,,Free-viewing Phase
22,010,5.2592,0.6,15,341.93,354.15,2.08,0.1577,0.0475,-0.0099,-0.9863,0,,Free-viewing Phase
22,010,5.2821,0.64,16,341.89,354.2,2.04,0.1581,0.0471,-0.0096,-0.9863,0,,Free-viewing Phase
22,010,5.3039,0.68,17,341.84,354.18,2.02,0.1584,0.0473,-0.0094,-0.9862,0,,Free-viewing Phase
22,010,5.3259,0.68,17,341.86,354.22,2.01,0.1583,0.047,-0.0094,-0.9862,0,,Free-viewing Phase
22,010,5.3482,0.72,18,341.88,354.22,2.04,0.1582,0.047,-0.0096,-0.9862,0,,Free-viewing Phase
22,010,5.3704,0.72,18,341.89,354.21,2.07,0.1581,0.047,-0.0099,-0.9863,0,,Free-viewing Phase
22,010,5.3935,0.76,19,341.85,354.22,2.12,0.1584,0.0469,-0.0103,-0.9862,0,,Free-viewing Phase
22,010,5.4148,0.76,19,341.82,354.19,2.18,0.1587,0.047,-0.0108,-0.9862,0,,Free-viewing Phase
22,010,5.4374,0.8,20,341.84,354.12,2.24,0.1586,0.0475,-0.0112,-0.9861,0,,Free-viewing Phase
22,010,5.4594,0.8,20,341.84,354.11,2.18,0.1586,0.0477,-0.0106,-0.9861,0,,Free-viewing Phase
22,010,5.4824,0.84,21,341.86,354.1,2.19,0.1584,0.0478,-0.0107,-0.9862,0,,Free-viewing Phase
22,010,5.5041,0.88,22,341.87,354.16,2.14,0.1583,0.0474,-0.0104,-0.9862,0,,Free-viewing Phase
22,010,5.5261,0.88,22,341.84,354.16,2.19,0.1585,0.0472,-0.0109,-0.9862,0,,Free-viewing Phase
22,010,5.5484,0.92,23,341.86,354.16,2.2,0.1584,0.0473,-0.0109,-0.9862,0,,Free-viewing Phase
22,010,5.5706,0.92,23,341.91,354.18,2.19,0.158,0.0472,-0.0109,-0.9863,0,,Free-viewing Phase
22,010,5.5935,0.96,24,341.95,354.19,2.2,0.1576,0.047,-0.011,-0.9863,0,,Free-viewing Phase
22,010,5.615,0.96,24,342.02,354.18,2.17,0.157,0.0471,-0.0108,-0.9864,0,,Free-viewing Phase
22,010,5.6377,1.0,25,342.0,354.18,2.17,0.1571,0.0472,-0.0107,-0.9864,0,,Free-viewing Phase
22,010,5.6594,1.0,25,342.0,354.16,2.15,0.1571,0.0474,-0.0105,-0.9864,0,,Free-viewing Phase
22,010,5.6823,1.04,26,342.0,354.12,2.16,0.1571,0.0477,-0.0105,-0.9864,0,,Free-viewing Phase
22,010,5.704,1.08,27,341.98,354.12,2.14,0.1573,0.0477,-0.0104,-0.9863,0,,Free-viewing Phase
22,010,5.7262,1.08,27,341.94,354.14,2.15,0.1576,0.0476,-0.0104,-0.9863,0,,Free-viewing Phase
22,010,5.7484,1.12,28,341.9,354.12,2.19,0.158,0.0476,-0.0108,-0.9862,0,,Free-viewing Phase
22,010,5.7706,1.12,28,341.85,354.13,2.22,0.1585,0.0475,-0.0111,-0.9862,0,,Free-viewing Phase
22,010,5.7938,1.16,29,341.8,354.12,2.24,0.1589,0.0475,-0.0112,-0.9861,0,,Free-viewing Phase
22,010,5.8151,1.16,29,341.62,354.15,2.29,0.1605,0.0472,-0.0116,-0.9858,0,,Free-viewing Phase
22,010,5.8379,1.2,30,341.57,354.17,2.3,0.1609,0.047,-0.0116,-0.9858,0,,Free-viewing Phase
22,010,5.8595,1.2,30,341.56,354.2,2.3,0.161,0.0467,-0.0117,-0.9858,0,,Free-viewing Phase
22,010,5.8823,1.24,31,341.63,354.21,2.3,0.1604,0.0466,-0.0117,-0.9859,0,,Free-viewing Phase
22,010,5.9045,1.28,32,341.67,354.25,2.31,0.16,0.0463,-0.0119,-0.986,0,,Free-viewing Phase
22,010,5.9262,1.28,32,341.7,354.28,2.31,0.1598,0.046,-0.0119,-0.986,0,,Free-viewing Phase
22,010,5.9483,1.32,33,341.77,354.32,2.32,0.1592,0.0457,-0.0121,-0.9861,0,,Free-viewing Phase
22,010,5.9707,1.32,33,341.9,354.34,2.32,0.158,0.0456,-0.0122,-0.9863,0,,Free-viewing Phase
22,010,5.9937,1.36,34,341.89,354.35,2.25,0.1581,0.0456,-0.0116,-0.9863,0,,Free-viewing Phase
22,010,6.0151,1.36,34,341.88,354.33,2.28,0.1582,0.0457,-0.0119,-0.9863,0,,Free-viewing Phase
22,010,6.038,1.4,35,341.84,354.32,2.25,0.1585,0.0458,-0.0116,-0.9862,0,,Free-viewing Phase
22,010,6.0595,1.4,35,341.84,354.29,2.23,0.1585,0.0461,-0.0113,-0.9862,0,,Free-viewing Phase
22,010,6.0825,1.44,36,341.85,354.29,2.22,0.1585,0.0461,-0.0112,-0.9862,0,,Free-viewing Phase
