UserID,VideoID,GlobalTime,VideoTime,FrameIdx,Pitch,Yaw,Roll,Qx,Qy,Qz,Qw,UI_Active,UI_Type,Phase
21,010,4.6124,0.0,0,356.15,351.93,359.1,0.0329,0.0706,0.0102,-0.9969,0,,Free-viewing Phase
21,010,4.6352,0.04,1,356.19,351.49,358.97,0.0325,0.0744,0.0114,-0.9966,0,,Free-viewing Phase
21,010,4.6582,0.04,1,356.13,351.19,358.83,0.0329,0.0771,0.0128,-0.9964,0,,Free-viewing Phase
21,010,4.6819,0.08,2,356.01,351.05,358.65,0.0337,0.0784,0.0145,-0.9962,0,,Free-viewing Phase
21,010,4.7042,0.08,2,355.91,351.0,358.46,0.0345,0.0789,0.0162,-0.9962,0,,Free-viewing Phase
21,010,4.7272,0.12,3,355.87,351.04,358.27,0.0348,0.0786,0.0179,-0.9961,0,,Free-viewing Phase
21,010,4.7494,0.16,4,355.83,351.19,358.13,0.035,0.0773,0.0191,-0.9962,0,,Free-viewing Phase
21,010,4.772,0.16,4,355.82,351.4,358.03,0.035,0.0755,0.0198,-0.9963,0,,Free-viewing Phase
21,010,4.7943,0.2,5,355.81,351.67,358.01,0.0352,0.0732,0.02,-0.9965,0,,Free-viewing Phase
21,010,4.8166,0.2,5,355.81,351.95,358.01,0.0352,0.0708,0.0199,-0.9967,0,,Free-viewing Phase
21,010,4.8387,0.24,6,355.82,352.2,358.05,0.0353,0.0685,0.0195,-0.9968,0,,Free-viewing Phase
21,010,4.8611,0.24,6,355.84,352.44,358.13,0.0351,0.0665,0.0186,-0.997,0,,Free-viewing Phase
21,010,4.8839,0.28,7,355.87,352.65,358.24,0.035,0.0646,0.0176,-0.9971,0,,Free-viewing Phase
21,010,4.9056,0.28,7,355.93,352.82,358.4,0.0345,0.063,0.0162,-0.9973,0,,Free-viewing Phase
21,010,4.9284,0.32,8,356.02,352.95,358.59,0.0339,0.0619,0.0144,-0.9974,0,,Free-viewing Phase
21,010,4.95,0.36,9,356.1,353.04,358.83,0.0333,0.061,0.0122,-0.9975,0,,Free-viewing Phase
21,010,4.9724,0.36,9,356.14,353.11,359.12,0.0331,0.0603,0.0097,-0.9976,0,,Free-viewing Phase
21,010,4.9944,0.4,10,356.09,353.21,359.41,0.0337,0.0594,0.0071,-0.9976,0,,Free-viewing Phase
21,010,5.0167,0.4,10,356.0,353.33,359.69,0.0347,0.0582,0.0047,-0.9977,0,,Free-viewing Phase
21,010,5.0389,0.44,11,355.86,353.5,359.95,0.036,0.0567,0.0025,-0.9977,0,,Free-viewing Phase
21,010,5.0613,0.44,11,355.71,353.73,0.18,0.0375,0.0546,0.0005,-0.9978,0,,Free-viewing Phase
21,010,5.084,0.48,12,355.57,354.02,0.4,0.0388,0.052,-0.0015,-0.9979,0,,Free-viewing Phase
21,010,5.1058,0.48,12,355.41,354.35,0.61,0.0402,0.049,-0.0034,-0.998,0,,Free-viewing Phase
21,010,5.1287,0.52,13,355.29,354.7,0.82,0.0413,0.0459,-0.0052,-0.9981,0,,Free-viewing Phase
21,010,5.1501,0.56,14,355.24,355.05,1.02,0.0419,0.0428,-0.0071,-0.9982,0,,Free-viewing Phase
21,010,5.1725,0.56,14,355.19,355.37,1.23,0.0423,0.0399,-0.0091,-0.9983,0,,Free-viewing Phase
21,010,5.1947,0.6,15,355.17,355.64,1.48,0.0426,0.0375,-0.0113,-0.9983,0,,Free-viewing Phase
21,010,5.2169,0.6,15,355.18,355.85,1.74,0.0425,0.0355,-0.0137,-0.9984,0,,Free-viewing Phase
21,010,5.2391,0.64,16,355.24,355.98,2.01,0.0421,0.0343,-0.016,-0.9984,0,,Free-viewing Phase
21,010,5.2615,0.64,16,355.37,356.08,2.23,0.041,0.0334,-0.0181,-0.9984,0,,Free-viewing Phase
21,010,5.2843,0.68,17,355.58,356.13,2.41,0.0393,0.0329,-0.0197,-0.9985,0,,Free-viewing Phase
21,010,5.3059,0.68,17,355.83,356.12,2.54,0.0371,0.033,-0.0209,-0.9985,0,,Free-viewing Phase
21,010,5.3291,0.72,18,356.08,356.05,2.65,0.035,0.0336,-0.0219,-0.9986,0,,Free-viewing Phase
21,010,5.3504,0.76,19,356.23,355.95,2.73,0.0337,0.0345,-0.0226,-0.9986,0,,Free-viewing Phase
21,010,5.3726,0.76,19,356.29,355.84,2.77,0.0332,0.0355,-0.023,-0.9986,0,,Free-viewing Phase
21,010,5.3947,0.8,20,356.25,355.71,2.78,0.0336,0.0366,-0.023,-0.9985,0,,Free-viewing Phase
21,010,5.417,0.8,20,356.16,355.61,2.74,0.0344,0.0375,-0.0226,-0.9985,0,,Free-viewing Phase
21,010,5.4391,0.84,21,356.1,355.53,2.68,0.0349,0.0382,-0.022,-0.9984,0,,Free-viewing Phase
21,010,5.4617,0.84,21,356.08,355.46,2.64,0.0351,0.0388,-0.0217,-0.9984,0,,Free-viewing Phase
21,010,5.4844,0.88,22,356.08,355.43,2.6,0.0351,0.039,-0.0213,-0.9984,0,,Free-viewing Phase
21,010,5.5061,0.88,22,356.08,355.43,2.54,0.035,0.0391,-0.0208,-0.9984,0,,Free-viewing Phase
21,010,5.5293,0.92,23,356.1,355.46,2.49,0.0348,0.0388,-0.0203,-0.9984,0,,Free-viewing Phase
21,010,5.5505,0.96,24,356.12,355.52,2.44,0.0346,0.0384,-0.0199,-0.9985,0,,Free-viewing Phase
21,010,5.5728,0.96,24,356.16,355.58,2.41,0.0343,0.0378,-0.0197,-0.9985,0,,Free-viewing Phase
21,010,5.5949,1.0,25,356.15,355.62,2.4,0.0344,0.0375,-0.0197,-0.9985,0,,Free-viewing Phase
21,010,5.6172,1.0,25,356.12,355.67,2.39,0.0346,0.037,-0.0196,-0.9985,0,,Free-viewing Phase
21,010,5.6392,1.04,26,356.09,355.71,2.39,0.0349,0.0367,-0.0196,-0.9985,0,,Free-viewing Phase
21,010,5.6616,1.04,26,356.05,355.74,2.35,0.0352,0.0365,-0.0192,-0.9985,0,,Free-viewing Phase
21,010,5.6844,1.08,27,355.99,355.73,2.34,0.0357,0.0365,-0.0191,-0.9985,0,,Free-viewing Phase
21,010,5.7061,1.08,27,355.93,355.71,2.36,0.0362,0.0367,-0.0192,-0.9985,0,,Free-viewing Phase
21,010,5.7292,1.12,28,355.87,355.67,2.36,0.0368,0.037,-0.0192,-0.9985,0,,Free-viewing Phase
21,010,5.7506,1.16,29,355.85,355.63,2.35,0.037,0.0374,-0.0191,-0.9984,0,,Free-viewing Phase
21,010,5.7729,1.16,29,355.84,355.59,2.35,0.037,0.0377,-0.0191,-0.9984,0,,Free-viewing Phase
21,010,5.7951,1.2,30,355.83,355.54,2.36,0.0372,0.0381,-0.0191,-0.9984,0,,Free-viewing Phase
21,010,5.8174,1.2,30,355.83,355.5,2.36,0.0372,0.0385,-0.0192,-0.9984,0,,Free-viewing Phase
21,010,5.8394,1.24,31,355.82,355.46,2.36,0.0372,0.0388,-0.0191,-0.9984,0,,Free-viewing Phase
21,010,5.8618,1.24,31,355.83,355.45,2.37,0.0372,0.0389,-0.0192,-0.9984,0,,Free-viewing Phase
21,010,5.8846,1.28,32,355.83,355.43,2.38,0.0372,0.0391,-0.0193,-0.9984,0,,Free-viewing Phase
21,010,5.9063,1.28,32,355.83,355.41,2.39,0.0371,0.0393,-0.0194,-0.9984,0,,Free-viewing Phase
21,010,5.9296,1.32,33,355.82,355.39,2.42,0.0372,0.0395,-0.0196,-0.9983,0,,Free-viewing Phase
21,010,5.9508,1.36,34,355.78,355.38,2.42,0.0376,0.0395,-0.0196,-0.9983,0,,Free-viewing Phase
21,010,5.9731,1.36,34,355.77,355.36,2.43,0.0378,0.0397,-0.0197,-0.9983,0,,Free-viewing Phase
21,010,5.9951,1.4,35,355.75,355.33,2.46,0.0379,0.0399,-0.0199,-0.9983,0,,Free-viewing Phase
21,010,6.0175,1.4,35,355.75,355.28,2.49,0.0379,0.0403,-0.0202,-0.9983,0,,Free-viewing Phase
21,010,6.0401,1.44,36,355.75,355.24,2.51,0.0379,0.0407,-0.0203,-0.9982,0,,Free-viewing Phase
21,010,6.0619,1.44,36,355.72,355.21,2.46,0.0382,0.041,-0.0199,-0.9982,0,,Free-viewing Phase
